LOC,CC,PC,Is_Long_Parameter_List
80.78706,32.189244,12.891094,TRUE
57.625142,18.536935,8.226306,TRUE
19,7.105869,8,TRUE
28,10.058471,15.860583,TRUE
22,5.412117,5,TRUE
235.661443,56.408719,8.175014,TRUE
203.220853,33.529029,6.801517,TRUE
77.046401,18.445318,6,TRUE
87.215541,24.151237,5.738921,TRUE
53,11.623077,5,TRUE
64.538675,15.95937,17.198259,TRUE
60.34373,21.372675,5,TRUE
130.309049,35.17356,6.729858,TRUE
72.130106,13.780723,10,TRUE
6,2,5.763054,TRUE
48,16.790913,5.374831,TRUE
9,5,5.717754,TRUE
20.792314,8,7,TRUE
24,11.462865,6.934046,TRUE
40,5,6.315593,TRUE
38,5,5.797843,TRUE
23,9.602031,5.035054,TRUE
0,1,13.440883,TRUE
25.503116,5,5,TRUE
7,2,8.407061,TRUE
89.365349,15,5,TRUE
23.840527,4,8,TRUE
4.62092,2,8,TRUE
22,3,8.905227,TRUE
586.876543,135.649535,5,TRUE
21,3,5.809075,TRUE
41,7,5.792681,TRUE
0,1,15.501853,TRUE
0,1,17.730207,TRUE
0,1,24.002186,TRUE
22.179608,3,6,TRUE
33.329687,3,5,TRUE
65.410262,15,5,TRUE
28,6.341517,6,TRUE
85.714452,25.803624,6.810681,TRUE
30,9.528614,5,TRUE
92.87423,23.078835,5,TRUE
59,13.714162,5.059184,TRUE
61,13.214333,5,TRUE
19.218683,6,5,TRUE
33,11.58734,7,TRUE
58,17.930246,7.79147,TRUE
55.436092,9.871657,7.326407,TRUE
66.01608,17.783647,5,TRUE
56,12.112619,5.675581,TRUE
148.958326,36.316471,6.196309,TRUE
12.26952,6,5,TRUE
43,13,5.147752,TRUE
11,3.156283,5,TRUE
28,7,5.157248,TRUE
12,3,7.547653,TRUE
69.562486,20.169112,6,TRUE
104.126269,26.726267,5,TRUE
53,15,5.389664,TRUE
87.74056,23.171612,5,TRUE
98.602912,24.404878,6.799071,TRUE
82.328619,16.488256,5.295879,TRUE
62.690351,14.722301,6.845023,TRUE
149.380834,45.595441,7.901241,TRUE
5,2,5.878755,TRUE
42,11.250177,5,TRUE
38,9.263389,6,TRUE
22.87322,3,5,TRUE
101,33.67791,5.854093,TRUE
58.808208,19.613533,5,TRUE
22.77415,5,5,TRUE
75.706017,24,5,TRUE
40.972219,18,5.744743,TRUE
37.742551,14,5,TRUE
47,14,5.932601,TRUE
11,4,6.045217,TRUE
61,20.18312,5.000643,TRUE
41.184158,14.855147,6.544417,TRUE
18,5.406158,5,TRUE
63,29.900994,5.676413,TRUE
152.412709,54.024707,11.476843,TRUE
37,1.824424,5,TRUE
5.299759,1,8,TRUE
48,10.684693,5,TRUE
144.565957,42.105642,5,TRUE
33,7,5.730624,TRUE
32.581862,8.772625,8,TRUE
31,7,6.891472,TRUE
17.971488,3,7,TRUE
37,7.984771,5,TRUE
6,2,9.07657,TRUE
23,3.28244,9,TRUE
3.609366,2,9,TRUE
3.695631,1,13,TRUE
38.32608,8,5,TRUE
25.54306,4.144995,12.545023,TRUE
59.470208,18,5.481057,TRUE
65,11.315601,8.79176,TRUE
23,2.770758,5,TRUE
7,1,8.780892,TRUE
125.391819,32,7.737268,TRUE
14,4.193496,7,TRUE
49.565284,6,6,TRUE
13,1.489081,7,TRUE
60.927414,20,6.612401,TRUE
8,2.445215,7,TRUE
34.867792,9,5,TRUE
16.068671,5,5,TRUE
28.717798,6,5,TRUE
58,18.303741,8.943373,TRUE
34,7.834653,5,TRUE
47,13,5.744829,TRUE
48,12,6.074568,TRUE
45.754317,15.440231,7,TRUE
45,8.261953,6,TRUE
75.885231,9.054102,5,TRUE
17.068932,5.519416,9,TRUE
46.477713,10,6.616034,TRUE
52.921379,11,7,TRUE
47.771317,7.045313,14.791518,TRUE
66,14.078075,7.96084,TRUE
47.451662,9.350907,9,TRUE
66.88496,15.332645,5,TRUE
74.359748,22.25721,5,TRUE
10.14508,2,7,TRUE
2.544045,1,14.77226,TRUE
2,1,8.326681,TRUE
11.292381,5,5,TRUE
54.339564,15,5,TRUE
13,1,9.690244,TRUE
54,8.434364,5.34867,TRUE
16,3.465007,6,TRUE
58,11.378436,5,TRUE
31.330466,6,8,TRUE
50,10.003201,9,TRUE
78.693574,14,5.547693,TRUE
75,11.75997,6.717862,TRUE
10,1.730351,7,TRUE
41.117164,5.728764,21.670393,TRUE
3.044937,1,15.215817,TRUE
6,1.995368,18.947297,TRUE
27.542082,5,12.4412,TRUE
3.968444,1,12,TRUE
3,1,23.482781,TRUE
54.22183,9.068331,15.408123,TRUE
14.819002,1,16,TRUE
16.019505,1,16,TRUE
49,14.868,5.391355,TRUE
54.012086,27.94443,6.951959,TRUE
205.723856,41.690762,8.994375,TRUE
194.922848,38.061725,6.366931,TRUE
6.61804,3,5,TRUE
70.559775,22.372514,5,TRUE
27.174619,8,5,TRUE
36.606272,8,6,TRUE
14.225595,4,8,TRUE
11,2.711118,7,TRUE
7,4,5.650625,TRUE
68.159705,20.368235,5,TRUE
25.259513,4,7,TRUE
36.654359,7,9,TRUE
25.637918,7.801742,9.891967,TRUE
96.363938,25,5.689928,TRUE
8,1,9.337009,TRUE
6.986804,2,10,TRUE
13.444036,6,6,TRUE
24.514721,5,5,TRUE
24.619872,7,5,TRUE
8,2.491733,8,TRUE
18.220938,6,5,TRUE
70.466416,19.70094,6,TRUE
36.05199,10,6,TRUE
94.957781,28.944368,6.977872,TRUE
129.671974,37.850437,5.634598,TRUE
31.428916,11,5,TRUE
23,8.126484,5,TRUE
38,11.549251,5,TRUE
32,9.156956,6,TRUE
24,3.976094,11,TRUE
40,8.974445,12.893621,TRUE
25.807323,5.766298,13.062836,TRUE
12.251791,5,5,TRUE
17,5.907329,6,TRUE
21,7.96039,5,TRUE
76.514952,24.137135,5,TRUE
32.701324,9,5,TRUE
109.790657,37.603924,8.555923,TRUE
83.269071,15,7.964501,TRUE
66.738604,16.605106,5,TRUE
59.474893,17.107953,5.795097,TRUE
37,10,5.685126,TRUE
21,6.799041,7,TRUE
43.707784,13.793144,6,TRUE
16,1.095202,5,TRUE
53.636475,19,5,TRUE
169.019254,41,6.04626,TRUE
159.994363,27.542655,5.869204,TRUE
50.849794,15,5,TRUE
20,4,5.754409,TRUE
114.888016,28.273681,5,TRUE
73.512786,16.278293,7,TRUE
47,14.972048,5.280251,TRUE
73.738758,26,5,TRUE
73.261914,16.957016,7,TRUE
74,23.790559,5,TRUE
50,10.701589,5,TRUE
71,12,5.273099,TRUE
39.942675,11,5,TRUE
122.365898,26.103352,6.636811,TRUE
11.921893,1,10,TRUE
2.784688,1,14,TRUE
52,4.357019,6,TRUE
53.537192,5.375915,9.577188,TRUE
21,1,5.792524,TRUE
63.734026,10.09996,5,TRUE
77.79705,14.19457,5.645886,TRUE
38,7,8.456378,TRUE
40.595723,8,8,TRUE
22.86814,10,6,TRUE
33.688375,8,5.316512,TRUE
41.800148,11.93644,5,TRUE
31,3.978624,5,TRUE
66,19,7.093582,TRUE
33,5.642308,7,TRUE
11.621531,7,5,TRUE
33.078224,13.37484,5.533565,TRUE
10.806038,6.301295,5,TRUE
15,1,6.75097,TRUE
63,12.67275,5,TRUE
28,2.975866,5,TRUE
62,14.166189,6.508849,TRUE
15,2,9.542719,TRUE
4.239047,1,11,TRUE
5,1.67882,8,TRUE
21,6.387798,5,TRUE
46.106076,14.40768,6,TRUE
38,11.77088,5.14036,TRUE
43.292964,12,5,TRUE
98.580364,25.376393,6.969056,TRUE
58,16.948029,8.096999,TRUE
124,24.372347,5.582869,TRUE
56,13.174923,5,TRUE
27.323304,4,5,TRUE
93.085649,15.176144,6,TRUE
27,8.315957,6,TRUE
30.970008,5,5,TRUE
38.851118,11,6,TRUE
55.046494,13.155815,5,TRUE
31.935244,9,6,TRUE
23,6.045609,7,TRUE
19,6.114263,7,TRUE
28.138419,8,5,TRUE
42,10.241653,9,TRUE
42.572941,10,9.220438,TRUE
30,7,9.886759,TRUE
30.376516,6.500827,9,TRUE
7,1,8.150509,TRUE
20,6,5.238102,TRUE
42.701765,17.632714,6.708884,TRUE
27,2.102897,5,TRUE
24.453189,1,5,TRUE
33,5,5.151226,TRUE
14.318167,1,16,TRUE
86,16.47014,5.969182,TRUE
6.52571,1,11,TRUE
15.394892,3.528702,13,TRUE
41,6,5.215206,TRUE
172.934762,19.099145,6.67802,TRUE
39,7,6.580437,TRUE
82.298787,10.405813,10.402303,TRUE
27.991943,3.680559,11,TRUE
162.478157,29.991967,11.265364,TRUE
31.629024,3,7.67315,TRUE
40,2.337192,5,TRUE
46.275715,9,8,TRUE
389.623526,57.333947,10.106082,TRUE
64.495474,4.422536,5,TRUE
26,2.75195,5,TRUE
103,18.558264,8.542343,TRUE
15,2.60462,9,TRUE
59.100003,8.183579,5,TRUE
35,3.401457,6,TRUE
15,2.265631,7,TRUE
70.41921,7.7554,10.939952,TRUE
110.806318,20.926602,5,TRUE
51,3.379111,5,TRUE
57,12.860949,9.265829,TRUE
114.926409,20.833044,6.582555,TRUE
55,9,5.70495,TRUE
47.429546,10.810059,5,TRUE
25,5.704236,5,TRUE
34.549524,3,5,TRUE
31.5389,1,5,TRUE
13,2,6.794367,TRUE
59.137535,9.513882,5,TRUE
104.899235,21.811561,5.922762,TRUE
47,8.365058,5,TRUE
56,12.056012,5,TRUE
24,2.77963,7,TRUE
15,4,7.989644,TRUE
19,3,6.709391,TRUE
76.08572,11.763093,5.929436,TRUE
42,8,5.374353,TRUE
111,6.306474,6,TRUE
173.608185,19.208978,6.127436,TRUE
69.793834,10,6,TRUE
13,1,14.645125,TRUE
37,5.835109,7,TRUE
5.060881,1,15,TRUE
153.002736,38.667697,5.736868,TRUE
143.065486,33.25249,6.167373,TRUE
298.603885,71.96238,5.881734,TRUE
35,4.56512,5,TRUE
76,14.803343,5,TRUE
67.313242,6.481513,5.121207,TRUE
85.15313,10,5,TRUE
28,4,14.277849,TRUE
26,7.586564,5,TRUE
17.550312,1,7,TRUE
12,4,5.520286,TRUE
89,16.339531,5,TRUE
36.823218,5,6,TRUE
26,1.638032,6,TRUE
23,1.373294,6,TRUE
63.141498,4.017399,5.529769,TRUE
129.019556,17.521169,6,TRUE
97.776704,17.120758,5.366329,TRUE
56.159187,6.447164,6,TRUE
131.986768,15.049398,6.283157,TRUE
69.582843,3.770903,14.924991,TRUE
34,5,5.407992,TRUE
35.912825,6,7.545764,TRUE
19,1.326372,5,TRUE
27,4.004334,7,TRUE
150.393884,26.403183,5.00446,TRUE
146.409121,25.408671,5,TRUE
31,3,5.347161,TRUE
61,12.676522,5.086338,TRUE
255.866198,31.707738,5,TRUE
15.76804,1,12,TRUE
77.520349,14.769176,8.141791,TRUE
30,6,6.780392,TRUE
43.409441,10,5,TRUE
34,2.516878,7,TRUE
105,10.195186,6,TRUE
56.482675,9,6,TRUE
11.971198,2,8,TRUE
27,7,7.971767,TRUE
113.877447,15.738229,6.586915,TRUE
32,2.803023,7,TRUE
28,5,5.751346,TRUE
15,4,5.216414,TRUE
45.182602,6,5.121132,TRUE
120.907993,30.839615,7,TRUE
48.36826,14,7,TRUE
37,5,5.170208,TRUE
30,3.359506,5,TRUE
72,11.804756,6.503673,TRUE
44,9.579566,7.558232,TRUE
96,13.975852,6.608916,TRUE
192.687323,35.513705,5.146742,TRUE
104.894607,14.044143,5,TRUE
31,8.896127,6,TRUE
72.820159,15.097643,7,TRUE
18,3.028191,6,TRUE
33,5.351656,6,TRUE
121,22.395239,6.268586,TRUE
28,7.450321,7,TRUE
24,3.440873,5,TRUE
34,5.342333,5,TRUE
174.972035,22.338739,6.928169,TRUE
23,4.554703,5,TRUE
15.024929,2,5,TRUE
191.803782,35.742659,5.795438,TRUE
57.570429,12,7.073083,TRUE
28,7.874362,6,TRUE
12.726255,2,5,TRUE
32,5.102675,5,TRUE
9,1,8.778853,TRUE
40.339376,4,6,TRUE
26.427112,6,8,TRUE
52,8,6.307296,TRUE
89,17,5.755507,TRUE
21.028257,4,5,TRUE
28,12.520078,5.979972,TRUE
14,5,6.308259,TRUE
44.295318,11,5,TRUE
25.324326,5.501655,11.572471,TRUE
197.322957,29.589312,6.735722,TRUE
114,19.626288,8.452589,TRUE
29.806113,9,7.686471,TRUE
124,22.984006,7.369728,TRUE
76.705299,11.928505,5,TRUE
109,21.877859,5,TRUE
14.496429,3,8,TRUE
107.529817,11.607111,5.117804,TRUE
402.066499,85.067527,10.443788,TRUE
80.881777,12.273174,5.055763,TRUE
50.216496,5,9.671425,TRUE
52,10.299094,5,TRUE
17.952771,1,14,TRUE
22.647687,1,19.069464,TRUE
20.129333,4,8,TRUE
218.95546,42.496902,12.509595,TRUE
253.275711,56.727498,8.479833,TRUE
60,14.33292,7.890004,TRUE
543.916834,148.16832,11.641865,TRUE
48,11.197813,6,TRUE
17,1.971066,9,TRUE
88,18.657003,5.158885,TRUE
30,4,5.128039,TRUE
23,2.137442,5,TRUE
96.698553,18,5,TRUE
30.444986,10,6,TRUE
66.833726,7.799569,6,TRUE
51,10.735355,9.513797,TRUE
139.109009,19.035933,5,TRUE
28.654856,1.768807,6,TRUE
533.195462,99.172508,5.005766,TRUE
36,10.540606,5,TRUE
77,18.775111,6,TRUE
35,10,6.549479,TRUE
632.601108,108.098267,6.962929,TRUE
31,4.031941,8,TRUE
26,4,5.711115,TRUE
9.200403,4,8,TRUE
50.723989,8,5,TRUE
147.455882,5.129349,7.62799,TRUE
166.170676,10.454176,5.200507,TRUE
22.960241,8,6,TRUE
56,12.126826,5.539666,TRUE
18,3,6.424292,TRUE
88.00086,20.807315,5,TRUE
166.408819,41.491568,7,TRUE
101.000075,24,5,TRUE
88.512392,17.026101,6.210045,TRUE
7.12058,1,10,TRUE
55,3.694254,7,TRUE
60,17.191768,5.64864,TRUE
15.386042,1.819707,14,TRUE
29.728142,4.022312,11,TRUE
63.152555,9,5,TRUE
195.215392,27.350046,13.062025,TRUE
20,4,7.07986,TRUE
16,2,5.548834,TRUE
51.146737,13.492434,8,TRUE
182.771365,41.214616,6.817095,TRUE
66.933873,10.895726,5,TRUE
26,3,6.643036,TRUE
34,10,6.433819,TRUE
117.692494,22.429288,15.890134,TRUE
79.182645,16.432882,10.978147,TRUE
59.946067,14.259868,10.825735,TRUE
18.539643,2.486178,9,TRUE
51.536909,9,5,TRUE
38,7.334673,5,TRUE
64.192565,12.10593,5,TRUE
52,8.36124,5,TRUE
44.478217,7.05209,5,TRUE
42.075818,9,5,TRUE
29,3.158945,5,TRUE
59,9.404915,5.430796,TRUE
42,6.375294,5,TRUE
51.855086,8,5,TRUE
32,5,5.127687,TRUE
131.917187,26.305956,5.314094,TRUE
61,11,8.609221,TRUE
47,8,13.347568,TRUE
50.165947,15,6.048811,TRUE
98,14.511517,5.674869,TRUE
19,2,6.982746,TRUE
3,1,17.087246,TRUE
3.546751,1,17.167268,TRUE
56,9,5.585204,TRUE
16,2.977344,6,TRUE
23,3,6.328834,TRUE
34.802571,6,7,TRUE
41,8.703129,7,TRUE
30.650671,3,7,TRUE
16.126643,2,7,TRUE
26,3.975376,7,TRUE
45,5.387429,6.487402,TRUE
25,4.07936,6,TRUE
20,4,6.532476,TRUE
21.921158,6,6,TRUE
17,2.870055,7,TRUE
23,2,6.631987,TRUE
20.660192,5,7,TRUE
21,4.667827,7,TRUE
3.420492,1,18,TRUE
84.032611,17.948584,5,TRUE
153,20.404528,7.244845,TRUE
24.421764,1.773785,12.329512,TRUE
37.521006,4,5,TRUE
45,10,9.943368,TRUE
57,7.826688,5.970351,TRUE
50,11,8.961255,TRUE
125.595226,28.707325,6.179739,TRUE
151.41077,29.46957,5.108808,TRUE
55,18.118825,5,TRUE
31.558828,4,8,TRUE
97.035343,22.178098,7.962312,TRUE
53,8.430133,5,TRUE
13.300257,1,5,TRUE
49,15.669041,5,TRUE
38.2901,8,7,TRUE
151.499695,37.139971,5.667365,TRUE
56.262392,9.828402,11.385895,TRUE
35.287285,5,5,TRUE
79.947937,19,5.519836,TRUE
69.329126,14,5,TRUE
33.233773,11,5,TRUE
4,1,12.242114,TRUE
14,3.022658,6,TRUE
63,13.786129,5.479284,TRUE
98,20.062014,6.981695,TRUE
69,20.669545,5.378402,TRUE
12,3,5.680312,TRUE
20.433746,4,6,TRUE
238.240462,66.65746,10.324789,TRUE
10,2,7.460281,TRUE
9.275608,1,10,TRUE
21.190058,3.128218,14.476516,TRUE
14,1.75339,13,TRUE
36.676938,9,5,TRUE
28,6.599697,7,TRUE
10,1.055287,9,TRUE
53.780939,2.25356,6,TRUE
59.79951,1.565394,6.848301,TRUE
24.797086,6,10.601663,TRUE
109.725122,25.828274,6.472658,TRUE
59.018872,13.110474,7.002442,TRUE
24,5.315694,7,TRUE
31,7,6.630194,TRUE
39.815811,10,5,TRUE
64.818912,11.56881,9,TRUE
209.891131,29.907099,6,TRUE
12.83102,4,7,TRUE
47,7.650383,6.343133,TRUE
63,4,6.04707,TRUE
126.855257,1.203964,6.142463,TRUE
48.733217,9,6,TRUE
7.933334,1,10,TRUE
86.859416,16.463225,5.717116,TRUE
60.216885,4.971608,9.692606,TRUE
19.392589,1,9.703832,TRUE
17.546385,3,11,TRUE
17.538163,2.203297,11,TRUE
15.991287,2.287099,11,TRUE
29.573713,14,11,TRUE
22,6.539098,11,TRUE
27.478805,3,11,TRUE
25,3,10.300132,TRUE
42.634178,6,10.994903,TRUE
71.677877,16.309279,5,TRUE
218.307158,38.221742,6.910696,TRUE
64.798326,11.03024,7,TRUE
79.477118,18.385397,6,TRUE
214.720959,42.143677,7.162856,TRUE
93,10.790052,5,TRUE
134.887947,22.750393,5,TRUE
21,8,7.908793,TRUE
24,8.587677,6.444162,TRUE
5.642902,2,8,TRUE
123.864248,8,6,TRUE
120.680762,8,6,TRUE
58,5.117815,6,TRUE
65.234358,7.675279,6.510378,TRUE
11.843039,4,9,TRUE
80.481941,27.834821,5,TRUE
84,30.174436,6,TRUE
36.016415,13.185841,5,TRUE
37.940445,13.621985,6,TRUE
50.41569,12,9.557668,TRUE
67.695221,23.915483,5.069183,TRUE
32,10,6.423351,TRUE
53,2.290643,6.952469,TRUE
14,1,9.72983,TRUE
19,8.967379,5,TRUE
119.57015,29.554312,6.010901,TRUE
14.83721,6,5,TRUE
13,1.217835,11,TRUE
21,5.488217,6,TRUE
34.508275,10,6,TRUE
12.460388,1,13.321254,TRUE
25.016419,6,9,TRUE
25.258985,4,13,TRUE
14.004651,1.698758,13,TRUE
34.395418,6,5,TRUE
20,2.790154,6,TRUE
81.44274,15.280512,7,TRUE
37.263073,8,8,TRUE
51,10.920337,16,TRUE
56,11.140545,11,TRUE
23,4,10.446088,TRUE
38.593697,8,8,TRUE
22.15472,5,7,TRUE
37,8.314947,5,TRUE
218.586982,56.32192,5,TRUE
141.929742,24.354255,5,TRUE
58.084632,5.193088,5.561087,TRUE
71.31255,8,7,TRUE
24.24908,5,6,TRUE
59,13.858303,5,TRUE
69.429256,18.525936,5,TRUE
29,9.003445,5,TRUE
67.105459,17.199925,5,TRUE
17,1,5.448899,TRUE
17.404413,1,8,TRUE
71,14.141271,5,TRUE
36,5.898771,5,TRUE
67,13.663292,5.679317,TRUE
69,10,7.666624,TRUE
38,4,5.703702,TRUE
108,19.795658,5.033817,TRUE
79.287471,18,5.25054,TRUE
98,14.77424,6,TRUE
44.091142,12.715577,5,TRUE
59.476236,15.433455,7,TRUE
66,15.817445,7,TRUE
74.80109,15,6,TRUE
23,5.919956,8,TRUE
36,10.741155,6,TRUE
69.829064,14,5,TRUE
24,8,5.137416,TRUE
22,2,5.758514,TRUE
26,8,5.907115,TRUE
70,7.12453,6,TRUE
37,13.31829,5.213702,TRUE
10,3,5.69594,TRUE
47,2,5.928608,TRUE
30,4,5.64904,TRUE
109.82221,25.576346,5.785594,TRUE
31.009306,4,6,TRUE
23.452163,6,6,TRUE
2.435874,1,7.917432,TRUE
17.053107,3,8,TRUE
14.42808,2,6,TRUE
15.783587,1,10,TRUE
82.396088,32.955545,5.127676,TRUE
50,15,7.524458,TRUE
50,15,8.348771,TRUE
50,15.636436,7,TRUE
18,6.497961,5,TRUE
2.467869,1,27,TRUE
27,6.612734,5,TRUE
20,4.257333,6,TRUE
56.578789,7,6,TRUE
47.929534,7.872692,7,TRUE
9,4,8.117274,TRUE
9.882506,4,8,TRUE
39.401733,5,9,TRUE
21.972392,10,5.922281,TRUE
3,1.62542,6,TRUE
14,2.435493,9,TRUE
49.275915,8,7.587035,TRUE
131,28.543344,6.897151,TRUE
35,6.700417,7.622897,TRUE
69,18.232179,6,TRUE
5.875112,1,10,TRUE
50.318388,12,5,TRUE
33,13,6.931277,TRUE
40,9.755779,5,TRUE
36.849619,12,6,TRUE
38,9.728119,5,TRUE
31,10.413558,6,TRUE
58.396122,10,7.94998,TRUE
49.951899,13,6,TRUE
43.823872,5.893354,9,TRUE
71.972078,15,7,TRUE
71,11.745801,6.729365,TRUE
71.725304,12.844773,6,TRUE
72.525393,31,5.417157,TRUE
47,7,5.987034,TRUE
40.309412,6,5,TRUE
38.466537,14.106365,5.264565,TRUE
51,12.72949,7.369852,TRUE
19,4.325387,6,TRUE
19.890599,2,5,TRUE
50,13.877413,6.123033,TRUE
18,5,6.128855,TRUE
49,7.271945,7,TRUE
24,4.606356,6,TRUE
36.163926,11.75871,6,TRUE
22,4.210152,6,TRUE
59.573178,34.662147,6.819533,TRUE
12.721176,3,8,TRUE
46.588652,1.532541,6.50318,TRUE
44.262149,11,6,TRUE
61.934125,16.618159,5,TRUE
101.220248,27.222981,6.464085,TRUE
30,3,6.697622,TRUE
37.827487,8,5,TRUE
43.335859,6.115617,15.290812,TRUE
16,8.989932,5.274784,TRUE
9.357824,6,6,TRUE
12,1.774023,9,TRUE
13.657941,2,9,TRUE
95.223687,33.851697,16.334213,TRUE
32.997315,13.52402,5,TRUE
19.976024,4.68346,11.158318,TRUE
18.873915,2.86628,9,TRUE
10.691073,4.122265,8,TRUE
35,6.181392,6,TRUE
10,6.439465,6.886339,TRUE
34.934423,5,7.884331,TRUE
36,4,5.618589,TRUE
81.705678,17.402731,9.020171,TRUE
7,4.755965,5.854638,TRUE
22,6.898134,11.937687,TRUE
13,5.509684,6,TRUE
39,10,5.966236,TRUE
32,5.048322,6,TRUE
8,3,5.330655,TRUE
41,5.948624,5,TRUE
24.781782,7,7,TRUE
58,11,5.805182,TRUE
45.337557,15.078132,6,TRUE
36.696094,10,5,TRUE
90,18.380776,5.649066,TRUE
56.321775,13,5,TRUE
43,13,5.650422,TRUE
64.805082,20.471124,5.355205,TRUE
54,7.591785,5,TRUE
32,4,5.023465,TRUE
95.084305,18.606445,5,TRUE
73,16.324366,5.423661,TRUE
19.925332,3,5,TRUE
92.271653,28.021123,5.989613,TRUE
105.993808,35.303181,5,TRUE
73.997501,26,5,TRUE
9,4.050773,5,TRUE
35.466981,14,5.117521,TRUE
35,11.86145,5,TRUE
94.025795,22.104771,5,TRUE
115.475552,28.257079,5,TRUE
52.224144,8,5,TRUE
122.623637,30,6,TRUE
48.52627,8,5,TRUE
27.665444,4,5,TRUE
57.551505,13.694591,5,TRUE
41.617183,10,5,TRUE
83.917942,31.05714,8.907715,TRUE
63,21.250592,5.990146,TRUE
25,2.823822,11.199145,TRUE
19.557482,8.268852,8.967942,TRUE
81.904195,17.14578,9.532188,TRUE
84.330541,29.926654,5.918244,TRUE
33,3.818997,8,TRUE
23.862017,6,10.316639,TRUE
24,6,10.749595,TRUE
138.821406,39.580456,5,TRUE
32,4,6.854714,TRUE
35.766792,6,6,TRUE
34.744615,8.007947,7,TRUE
45.219732,10,7,TRUE
28,16.435191,18.799059,TRUE
49,19,6.287049,TRUE
51.828551,12,8,TRUE
13.474366,4,6,TRUE
39,8.737944,6,TRUE
129.701022,17.687025,6,TRUE
59.128296,8.212027,7,TRUE
61.706171,8,6.808106,TRUE
22.807573,2,8,TRUE
12,1.935964,7,TRUE
16.941417,7,5.252345,TRUE
36.525686,13,5.109406,TRUE
77.247635,36.08423,6.92548,TRUE
34,4.058263,5,TRUE
83.619751,28.427382,5.951934,TRUE
33,12.584891,7,TRUE
311.261706,43.648602,8.626059,TRUE
30.128323,8.147574,10,TRUE
57.93675,18.81426,10.569684,TRUE
12.60665,5,5,TRUE
51.898901,14.283426,10,TRUE
69.578887,17.096776,10.535331,TRUE
33.420054,4,5,TRUE
12.884701,5,9,TRUE
52.255542,14.342416,8,TRUE
16,3.248601,9,TRUE
132.622662,25.392685,5.140674,TRUE
21.046199,3,8,TRUE
5,2.435198,9.753307,TRUE
91,24.549605,8.329306,TRUE
54,6.479049,9.771596,TRUE
147.719777,18.979365,6.520795,TRUE
108.727268,24,7.508346,TRUE
16.351549,3,7,TRUE
60.31218,13.025688,8.06845,TRUE
20,3.761728,9,TRUE
35,9.529391,7.2786,TRUE
38.146574,4,5,TRUE
15.837463,5.030193,10.099576,TRUE
58.02026,13,10.415235,TRUE
6.94151,3.083915,8.570643,TRUE
94.070675,29.358942,6.929428,TRUE
9,2,6.275347,TRUE
36,11.736938,5.743008,TRUE
54,10.478786,5,TRUE
34.451913,17.200644,6.010973,TRUE
25.933213,12,5,TRUE
97,33.231747,10.06837,TRUE
12,5,9.683437,TRUE
35,8.266352,5,TRUE
27,8,8.642893,TRUE
21.048713,5.881161,12,TRUE
76.206477,15,5.546281,TRUE
52.633,11,7,TRUE
23,7,6.221616,TRUE
38.523655,9,5,TRUE
62.947911,16.846697,5.248957,TRUE
49.42902,15,5.991517,TRUE
9.868503,4,6,TRUE
33,10.706189,6,TRUE
46,2.478753,5.656372,TRUE
19,2.064316,7,TRUE
10.001155,5,5,TRUE
33,3.872062,6,TRUE
23,1,6.716611,TRUE
37,1.414679,5,TRUE
77.819045,30,5.539138,TRUE
51.385353,5,6,TRUE
26.011913,2.461003,8.619319,TRUE
15.265598,9.859874,8.858365,TRUE
15.583736,2,7,TRUE
20.020878,2,6,TRUE
13,2,7.057696,TRUE
15,1.068885,8,TRUE
35.556897,8,5,TRUE
97,19,5.401328,TRUE
88.799725,25,5,TRUE
93.904042,16.896304,6,TRUE
24,2,6.948738,TRUE
24,1.702757,11.860632,TRUE
38,8.394057,7.098049,TRUE
30,9.181008,6.716586,TRUE
16,3.243579,7,TRUE
51.160308,5.061513,6,TRUE
52,3.696257,5.819763,TRUE
54,3.784018,6,TRUE
75,10.428649,5.116589,TRUE
42.666739,3.693338,6,TRUE
26,2,5.872684,TRUE
19,5.2288,7,TRUE
22.133324,2,7,TRUE
38.682064,3.170583,6,TRUE
35,3.640289,6,TRUE
54.396673,4,6.050454,TRUE
11,3.120861,7,TRUE
21,7.574506,5,TRUE
289.914677,68.197369,5,TRUE
41,8,5.0176,TRUE
42,6,10.393395,TRUE
12,6,6.092294,TRUE
7.348211,4.211835,7,TRUE
34.838333,18.228555,6,TRUE
33,9.824816,6,TRUE
15.824268,6.559036,7,TRUE
33,7.873238,6,TRUE
28.048529,10.253245,5,TRUE
17.135023,6,5,TRUE
16,6,8.77022,TRUE
102.789336,25.494319,5,TRUE
44.906241,6.819822,20,TRUE
37,10.548408,5,TRUE
233.689143,53.781903,8,TRUE
71.820564,8,8.77282,TRUE
48.26319,6,9.88045,TRUE
24,9.284406,6.335125,TRUE
10,4.632571,6,TRUE
31.478806,13,6,TRUE
8.962461,3.330876,5,TRUE
7,4,6.571196,TRUE
61.163644,15.336909,5,TRUE
68.196064,9.681185,5.750584,TRUE
17.328051,7.335879,7,TRUE
45,3,5.074578,TRUE
25,2.473624,7,TRUE
20,5.163319,7,TRUE
199.030224,30.383199,6,TRUE
50,7,5.003162,TRUE
51,7,6.30114,TRUE
19.226179,2,13,TRUE
26,4.805405,6,TRUE
43.222685,12,5.42244,TRUE
18.84055,7,6,TRUE
9.898714,3,7,TRUE
